,City,County,State
21601,Nyssa,Malheur County,OR
21602,O Brien,Josephine County,OR
21603,Oakland,Douglas County,OR
21604,Oakridge,Lane County,OR
21605,Oceanside,Tillamook County,OR
21606,Odell,Hood River County,OR
21607,Ontario,Malheur County,OR
21608,Ophir,Curry County,OR
21609,Oregon City,Clackamas County,OR
21610,Otis,Lincoln County,OR
21611,Otter Rock,Lincoln County,OR
21612,Oxbow,Baker County,OR
21613,Pacific City,Tillamook County,OR
21614,Paisley,Lake County,OR
21615,Paulina,Crook County,OR
21616,Pendleton,Umatilla County,OR
21617,Philomath,Benton County,OR
21618,Phoenix,Jackson County,OR
21619,Pilot Rock,Umatilla County,OR
21620,Pleasant Hill,Lane County,OR
21621,Plush,Lake County,OR
21622,Port Orford,Curry County,OR
21623,Portland,Clackamas County,OR
21626,Post,Crook County,OR
21627,Powell Butte,Crook County,OR
21628,Powers,Coos County,OR
21629,Prairie City,Grant County,OR
21630,Princeton,Harney County,OR
21631,Prineville,Crook County,OR
21632,Prospect,Jackson County,OR
21633,Rainier,Columbia County,OR
21634,Redmond,Deschutes County,OR
21635,Reedsport,Douglas County,OR
21636,Rhododendron,Clackamas County,OR
21637,Richland,Baker County,OR
21638,Rickreall,Polk County,OR
21639,Riddle,Douglas County,OR
21640,Riley,Harney County,OR
21641,Ritter,Grant County,OR
21642,Riverside,Malheur County,OR
21643,Rockaway Beach,Tillamook County,OR
21644,Rogue River,Jackson County,OR
21645,Rose Lodge,Lincoln County,OR
21646,Roseburg,Douglas County,OR
21647,Rufus,Sherman County,OR
21648,Saginaw,Lane County,OR
21649,Saint Benedict,Marion County,OR
21650,Saint Helens,Columbia County,OR
21651,Saint Paul,Marion County,OR
21652,Salem,Marion County,OR
21654,Sandy,Clackamas County,OR
21655,Scappoose,Columbia County,OR
21656,Scio,Linn County,OR
21657,Scotts Mills,Marion County,OR
21658,Scottsburg,Douglas County,OR
21659,Seal Rock,Lincoln County,OR
21660,Seaside,Clatsop County,OR
21661,Selma,Josephine County,OR
21662,Seneca,Grant County,OR
21663,Shady Cove,Jackson County,OR
21664,Shaniko,Wasco County,OR
21665,Shedd,Linn County,OR
21666,Sheridan,Yamhill County,OR
21667,Sherwood,Washington County,OR
21668,Siletz,Lincoln County,OR
21669,Silver Lake,Lake County,OR
21670,Silverton,Marion County,OR
21671,Sisters,Deschutes County,OR
21672,Sixes,Curry County,OR
21673,South Beach,Lincoln County,OR
21674,Sprague River,Klamath County,OR
21675,Spray,Wheeler County,OR
21676,Springfield,Lane County,OR
21677,Stanfield,Umatilla County,OR
21678,Stayton,Marion County,OR
21679,Sublimity,Marion County,OR
21680,Summer Lake,Lake County,OR
21681,Summerville,Union County,OR
21682,Sumpter,Baker County,OR
21683,Sutherlin,Douglas County,OR
21684,Sweet Home,Linn County,OR
21685,Swisshome,Lane County,OR
21686,Talent,Jackson County,OR
21687,Tangent,Linn County,OR
21688,Tenmile,Douglas County,OR
21689,Terrebonne,Deschutes County,OR
21690,The Dalles,Wasco County,OR
21691,Thurston,Lane County,OR
21692,Tidewater,Lincoln County,OR
21693,Tillamook,Tillamook County,OR
21694,Tiller,Douglas County,OR
21695,Timber,Washington County,OR
21696,Toledo,Lincoln County,OR
21697,Tolovana Park,Clatsop County,OR
21698,Trail,Jackson County,OR
21699,Troutdale,Multnomah County,OR
21700,Tualatin,Washington County,OR
21701,Turner,Marion County,OR
21702,Tygh Valley,Wasco County,OR
21703,Ukiah,Umatilla County,OR
21704,Umatilla,Umatilla County,OR
21705,Umpqua,Douglas County,OR
21706,Union,Union County,OR
21707,Unity,Baker County,OR
21708,Vale,Malheur County,OR
21709,Veneta,Lane County,OR
21710,Vernonia,Columbia County,OR
21711,Vida,Lane County,OR
21712,Waldport,Lincoln County,OR
21713,Wallowa,Wallowa County,OR
21714,Walterville,Lane County,OR
21715,Walton,Lane County,OR
21716,Warm Springs,Jefferson County,OR
21717,Warren,Columbia County,OR
21718,Warrenton,Clatsop County,OR
21719,Wasco,Sherman County,OR
21720,Wedderburn,Curry County,OR
21721,Welches,Clackamas County,OR
21722,West Linn,Clackamas County,OR
21723,Westfall,Malheur County,OR
21724,Westfir,Lane County,OR
21725,Westlake,Lane County,OR
21726,Weston,Umatilla County,OR
21727,Wheeler,Tillamook County,OR
21728,White City,Jackson County,OR
21729,Wilbur,Douglas County,OR
21730,Wilderville,Josephine County,OR
21731,Willamina,Yamhill County,OR
21732,Williams,Josephine County,OR
21733,Wilsonville,Clackamas County,OR
21734,Winchester,Douglas County,OR
21735,Winston,Douglas County,OR
21736,Wolf Creek,Josephine County,OR
21737,Woodburn,Marion County,OR
21738,Yachats,Lincoln County,OR
21739,Yamhill,Yamhill County,OR
21740,Yoncalla,Douglas County,OR
21741,Aaronsburg,Centre County,PA
21742,Abbottstown,Adams County,PA
21743,Abington,Montgomery County,PA
21744,Ackermanville,Northampton County,PA
21745,Acme,Westmoreland County,PA
21746,Acosta,Somerset County,PA
21747,Adah,Fayette County,PA
21748,Adamsburg,Westmoreland County,PA
21749,Adamstown,Lancaster County,PA
21750,Adamsville,Crawford County,PA
21751,Addison,Somerset County,PA
21752,Adrian,Armstrong County,PA
21753,Airville,York County,PA
21754,Akron,Lancaster County,PA
21755,Alba,Bradford County,PA
21756,Albion,Erie County,PA
21757,Albrightsville,Carbon County,PA
21758,Alburtis,Lehigh County,PA
21759,Aldenville,Wayne County,PA
21760,Aleppo,Greene County,PA
21761,Alexandria,Huntingdon County,PA
21762,Aliquippa,Beaver County,PA
21763,Allenport,Washington County,PA
21764,Allensville,Mifflin County,PA
21765,Allentown,Lehigh County,PA
21766,Allenwood,Union County,PA
21767,Allison,Fayette County,PA
21768,Allison Park,Allegheny County,PA
21769,Allport,Clearfield County,PA
21770,Altoona,Blair County,PA
21771,Alum Bank,Bedford County,PA
21772,Alverda,Indiana County,PA
21773,Alverton,Westmoreland County,PA
21774,Amberson,Franklin County,PA
21775,Ambler,Montgomery County,PA
21776,Ambridge,Beaver County,PA
21777,Amity,Washington County,PA
21778,Analomink,Monroe County,PA
21779,Andreas,Schuylkill County,PA
21780,Anita,Jefferson County,PA
21781,Annville,Lebanon County,PA
21782,Antes Fort,Lycoming County,PA
21783,Apollo,Westmoreland County,PA
21784,Aquashicola,Carbon County,PA
21785,Arcadia,Indiana County,PA
21786,Archbald,Lackawanna County,PA
21787,Arcola,Montgomery County,PA
21788,Ardara,Westmoreland County,PA
21789,Ardmore,Delaware County,PA
21790,Arendtsville,Adams County,PA
21791,Aristes,Columbia County,PA
21792,Armagh,Indiana County,PA
21793,Armbrust,Westmoreland County,PA
21794,Arnot,Tioga County,PA
21795,Arona,Westmoreland County,PA
21796,Artemas,Bedford County,PA
21797,Ashfield,Carbon County,PA
21798,Ashland,Schuylkill County,PA
21799,Ashville,Cambria County,PA
21800,Aspers,Adams County,PA
21801,Aston,Delaware County,PA
21802,Atglen,Chester County,PA
21803,Athens,Bradford County,PA
21804,Atlantic,Crawford County,PA
21805,Atlasburg,Washington County,PA
21806,Auburn,Schuylkill County,PA
21807,Audubon,Montgomery County,PA
21808,Aultman,Indiana County,PA
21809,Austin,Potter County,PA
21810,Avella,Washington County,PA
21811,Avis,Clinton County,PA
21812,Avondale,Chester County,PA
21813,Avonmore,Westmoreland County,PA
21814,Baden,Beaver County,PA
21815,Bainbridge,Lancaster County,PA
21816,Bairdford,Allegheny County,PA
21817,Bakers Summit,Bedford County,PA
21818,Bakerstown,Allegheny County,PA
21819,Bala Cynwyd,Montgomery County,PA
21820,Bally,Berks County,PA
21821,Bangor,Northampton County,PA
21822,Barnesville,Schuylkill County,PA
21823,Bart,Lancaster County,PA
21824,Barto,Berks County,PA
21825,Bartonsville,Monroe County,PA
21826,Bath,Northampton County,PA
21827,Bausman,Lancaster County,PA
21828,Beach Haven,Luzerne County,PA
21829,Beach Lake,Wayne County,PA
21830,Beallsville,Washington County,PA
21831,Bear Creek,Luzerne County,PA
21832,Bear Lake,Warren County,PA
21833,Beaver,Beaver County,PA
21834,Beaver Falls,Beaver County,PA
21835,Beaver Meadows,Carbon County,PA
21836,Beaver Springs,Snyder County,PA
21837,Beaverdale,Cambria County,PA
21838,Beavertown,Snyder County,PA
21839,Beccaria,Clearfield County,PA
21840,Bechtelsville,Berks County,PA
21841,Bedford,Bedford County,PA
21842,Bedminster,Bucks County,PA
21843,Beech Creek,Clinton County,PA
21844,Belle Vernon,Fayette County,PA
21845,Bellefonte,Centre County,PA
21846,Belleville,Mifflin County,PA
21847,Bellwood,Blair County,PA
21848,Belsano,Cambria County,PA
21849,Bendersville,Adams County,PA
21850,Benezett,Elk County,PA
21851,Bensalem,Bucks County,PA
21852,Bentleyville,Washington County,PA
21853,Benton,Columbia County,PA
21854,Berlin,Somerset County,PA
21855,Bernville,Berks County,PA
21856,Berrysburg,Dauphin County,PA
21857,Berwick,Columbia County,PA
21858,Berwyn,Chester County,PA
21859,Bessemer,Lawrence County,PA
21860,Bethel,Berks County,PA
21861,Bethel Park,Allegheny County,PA
21862,Bethlehem,Lehigh County,PA
21864,Beyer,Indiana County,PA
21865,Big Cove Tannery,Fulton County,PA
21866,Big Run,Jefferson County,PA
21867,Bigler,Clearfield County,PA
21868,Biglerville,Adams County,PA
21869,Birchrunville,Chester County,PA
21870,Bird In Hand,Lancaster County,PA
21871,Birdsboro,Berks County,PA
21872,Black Lick,Indiana County,PA
21873,Blain,Perry County,PA
21874,Blairs Mills,Huntingdon County,PA
21875,Blairsville,Indiana County,PA
21876,Blakeslee,Monroe County,PA
21877,Blanchard,Centre County,PA
21878,Blandburg,Cambria County,PA
21879,Blandon,Berks County,PA
21880,Blooming Glen,Bucks County,PA
21881,Bloomsburg,Columbia County,PA
21882,Blossburg,Tioga County,PA
21883,Blue Ball,Lancaster County,PA
21884,Blue Bell,Montgomery County,PA
21885,Blue Ridge Summit,Franklin County,PA
21886,Boalsburg,Centre County,PA
21887,Bobtown,Greene County,PA
21888,Bodines,Lycoming County,PA
21889,Boiling Springs,Cumberland County,PA
21890,Bolivar,Westmoreland County,PA
21891,Boswell,Somerset County,PA
21892,Bovard,Westmoreland County,PA
21893,Bowers,Berks County,PA
21894,Bowmansdale,Cumberland County,PA
21895,Bowmanstown,Carbon County,PA
21896,Bowmansville,Lancaster County,PA
21897,Boyers,Butler County,PA
21898,Boyertown,Berks County,PA
21899,Boynton,Somerset County,PA
21900,Brackenridge,Allegheny County,PA
21901,Brackney,Susquehanna County,PA
21902,Braddock,Allegheny County,PA
21903,Bradenville,Westmoreland County,PA
21904,Bradford,Mckean County,PA
21905,Bradfordwoods,Allegheny County,PA
21906,Branchdale,Schuylkill County,PA
21907,Branchton,Butler County,PA
21908,Brandamore,Chester County,PA
21909,Brandy Camp,Elk County,PA
21910,Brave,Greene County,PA
21911,Breezewood,Bedford County,PA
21912,Breinigsville,Lehigh County,PA
21913,Bridgeport,Montgomery County,PA
21914,Bridgeville,Allegheny County,PA
21915,Brier Hill,Fayette County,PA
21916,Brisbin,Clearfield County,PA
21917,Bristol,Bucks County,PA
21918,Broad Top,Huntingdon County,PA
21919,Brockport,Elk County,PA
21920,Brockton,Schuylkill County,PA
21921,Brockway,Jefferson County,PA
21922,Brodheadsville,Monroe County,PA
21923,Brogue,York County,PA
21924,Brookhaven,Delaware County,PA
21925,Brooklyn,Susquehanna County,PA
21926,Brookville,Jefferson County,PA
21927,Broomall,Delaware County,PA
21928,Brownfield,Fayette County,PA
21929,Brownstown,Lancaster County,PA
21930,Brownsville,Fayette County,PA
21931,Bruin,Butler County,PA
21932,Brush Valley,Indiana County,PA
21933,Bryn Athyn,Montgomery County,PA
21934,Bryn Mawr,Delaware County,PA
21935,Buck Hill Falls,Monroe County,PA
21936,Buckingham,Bucks County,PA
21937,Buena Vista,Allegheny County,PA
21938,Buffalo Mills,Bedford County,PA
21939,Bulger,Washington County,PA
21940,Bunola,Allegheny County,PA
21941,Burgettstown,Washington County,PA
21942,Burlington,Bradford County,PA
21943,Burnham,Mifflin County,PA
21944,Burnside,Clearfield County,PA
21945,Burnt Cabins,Fulton County,PA
21946,Bushkill,Pike County,PA
21947,Butler,Butler County,PA
21948,Byrnedale,Elk County,PA
21949,Cabot,Butler County,PA
21950,Cadogan,Armstrong County,PA
21951,Cairnbrook,Somerset County,PA
21952,California,Washington County,PA
21953,Callensburg,Clarion County,PA
21954,Callery,Butler County,PA
21955,Calumet,Westmoreland County,PA
21956,Calvin,Huntingdon County,PA
21957,Cambra,Luzerne County,PA
21958,Cambridge Springs,Crawford County,PA
21959,Camp Hill,Cumberland County,PA
21960,Campbelltown,Lebanon County,PA
21961,Camptown,Bradford County,PA
21962,Canadensis,Monroe County,PA
21963,Canonsburg,Washington County,PA
21964,Canton,Bradford County,PA
21965,Carbondale,Lackawanna County,PA
21966,Cardale,Fayette County,PA
21967,Carlisle,Cumberland County,PA
21968,Carlton,Mercer County,PA
21969,Carmichaels,Greene County,PA
21970,Carnegie,Allegheny County,PA
21971,Carrolltown,Cambria County,PA
21972,Carversville,Bucks County,PA
21973,Cashtown,Adams County,PA
21974,Cassandra,Cambria County,PA
21975,Cassville,Huntingdon County,PA
21976,Castanea,Clinton County,PA
21977,Catasauqua,Lehigh County,PA
21978,Catawissa,Columbia County,PA
21979,Cecil,Washington County,PA
21980,Cedar Run,Lycoming County,PA
21981,Cedars,Montgomery County,PA
21982,Center Valley,Lehigh County,PA
21983,Centerport,Berks County,PA
21984,Centerville,Crawford County,PA
21985,Central City,Somerset County,PA
21986,Centralia,Columbia County,PA
21987,Centre Hall,Centre County,PA
21988,Chadds Ford,Delaware County,PA
21989,Chalfont,Bucks County,PA
21990,Chalk Hill,Fayette County,PA
21991,Chambersburg,Franklin County,PA
21992,Chambersville,Indiana County,PA
21993,Champion,Westmoreland County,PA
21994,Chandlers Valley,Warren County,PA
21995,Charleroi,Washington County,PA
21996,Chatham,Chester County,PA
21997,Cheltenham,Montgomery County,PA
21998,Cherry Tree,Indiana County,PA
21999,Cherryville,Northampton County,PA
22000,Chest Springs,Cambria County,PA
22001,Chester,Delaware County,PA
22002,Chester Heights,Delaware County,PA
22003,Chester Springs,Chester County,PA
22004,Chestnut Ridge,Fayette County,PA
22005,Cheswick,Allegheny County,PA
22006,Cheyney,Delaware County,PA
22007,Chicora,Butler County,PA
22008,Chinchilla,Lackawanna County,PA
22009,Christiana,Lancaster County,PA
22010,Clairton,Allegheny County,PA
22011,Clarence,Centre County,PA
22012,Clarendon,Warren County,PA
22013,Claridge,Westmoreland County,PA
22014,Clarington,Forest County,PA
22015,Clarion,Clarion County,PA
22016,Clark,Mercer County,PA
22017,Clarks Mills,Mercer County,PA
22018,Clarks Summit,Lackawanna County,PA
22019,Clarksburg,Indiana County,PA
22020,Clarksville,Greene County,PA
22021,Claysburg,Blair County,PA
22022,Claysville,Washington County,PA
22023,Clearfield,Clearfield County,PA
22024,Clearville,Bedford County,PA
22025,Clifford,Susquehanna County,PA
22026,Clifton Heights,Delaware County,PA
22027,Climax,Armstrong County,PA
22028,Clinton,Allegheny County,PA
22029,Clintonville,Venango County,PA
22030,Clune,Indiana County,PA
22031,Clymer,Indiana County,PA
22032,Coal Center,Washington County,PA
22033,Coal Township,Northumberland County,PA
22034,Coaldale,Schuylkill County,PA
22035,Coalport,Clearfield County,PA
22036,Coatesville,Chester County,PA
22037,Coburn,Centre County,PA
22038,Cochranton,Crawford County,PA
22039,Cochranville,Chester County,PA
22040,Cocolamus,Juniata County,PA
22041,Codorus,York County,PA
22042,Cogan Station,Lycoming County,PA
22043,Cokeburg,Washington County,PA
22044,Collegeville,Montgomery County,PA
22045,Colmar,Montgomery County,PA
22046,Columbia,Lancaster County,PA
22047,Columbia Cross Roads,Bradford County,PA
22048,Columbus,Warren County,PA
22049,Colver,Cambria County,PA
22050,Commodore,Indiana County,PA
22051,Concord,Franklin County,PA
22052,Concordville,Delaware County,PA
22053,Conestoga,Lancaster County,PA
22054,Confluence,Somerset County,PA
22055,Conneaut Lake,Crawford County,PA
22056,Conneautville,Crawford County,PA
22057,Connellsville,Fayette County,PA
22058,Connoquenessing,Butler County,PA
22059,Conshohocken,Montgomery County,PA
22060,Conway,Beaver County,PA
22061,Conyngham,Luzerne County,PA
22062,Cooksburg,Forest County,PA
22063,Coolspring,Jefferson County,PA
22064,Coopersburg,Lehigh County,PA
22065,Cooperstown,Venango County,PA
22066,Coplay,Lehigh County,PA
22067,Coral,Indiana County,PA
22068,Coraopolis,Allegheny County,PA
22069,Cornwall,Lebanon County,PA
22070,Corry,Erie County,PA
22071,Corsica,Jefferson County,PA
22072,Coudersport,Potter County,PA
22073,Coulters,Allegheny County,PA
22074,Coupon,Cambria County,PA
22075,Covington,Tioga County,PA
22076,Cowanesque,Tioga County,PA
22077,Cowansville,Armstrong County,PA
22078,Crabtree,Westmoreland County,PA
22079,Craley,York County,PA
22080,Cranberry,Venango County,PA
22081,Cranberry Twp,Butler County,PA
22082,Cranesville,Erie County,PA
22083,Creamery,Montgomery County,PA
22084,Creekside,Indiana County,PA
22085,Creighton,Allegheny County,PA
22086,Crescent,Allegheny County,PA
22087,Cresco,Monroe County,PA
22088,Cresson,Cambria County,PA
22089,Cressona,Schuylkill County,PA
22090,Crosby,Mckean County,PA
22091,Cross Fork,Potter County,PA
22092,Crown,Clarion County,PA
22093,Croydon,Bucks County,PA
22094,Crucible,Greene County,PA
22095,Crum Lynne,Delaware County,PA
22096,Crystal Spring,Fulton County,PA
22097,Cuddy,Allegheny County,PA
22098,Cumbola,Schuylkill County,PA
22099,Curllsville,Clarion County,PA
22100,Curryville,Blair County,PA
22101,Curtisville,Allegheny County,PA
22102,Curwensville,Clearfield County,PA
22103,Custer City,Mckean County,PA
22104,Cyclone,Mckean County,PA
22105,Dagus Mines,Elk County,PA
22106,Daisytown,Washington County,PA
22107,Dallas,Luzerne County,PA
22108,Dallastown,York County,PA
22109,Dalmatia,Northumberland County,PA
22110,Dalton,Lackawanna County,PA
22111,Damascus,Wayne County,PA
22112,Danboro,Bucks County,PA
22113,Danielsville,Northampton County,PA
22114,Danville,Montour County,PA
22115,Darby,Delaware County,PA
22116,Darlington,Beaver County,PA
22117,Darragh,Westmoreland County,PA
22118,Dauphin,Dauphin County,PA
22119,Davidsville,Somerset County,PA
22120,Dawson,Fayette County,PA
22121,Dayton,Armstrong County,PA
22122,De Lancey,Jefferson County,PA
22123,De Young,Elk County,PA
22124,Defiance,Bedford County,PA
22125,Delano,Schuylkill County,PA
22126,Delaware Water Gap,Monroe County,PA
22127,Delmont,Westmoreland County,PA
22128,Delta,York County,PA
22129,Denbo,Washington County,PA
22130,Denver,Lancaster County,PA
22131,Derrick City,Mckean County,PA
22132,Derry,Westmoreland County,PA
22133,Devault,Chester County,PA
22134,Devon,Chester County,PA
22135,Dewart,Northumberland County,PA
22136,Dickerson Run,Fayette County,PA
22137,Dickson City,Lackawanna County,PA
22138,Dilliner,Greene County,PA
22139,Dillsburg,York County,PA
22140,Dilltown,Indiana County,PA
22141,Dimock,Susquehanna County,PA
22142,Dingmans Ferry,Pike County,PA
22143,Distant,Armstrong County,PA
22144,Dixonville,Indiana County,PA
22145,Donegal,Westmoreland County,PA
22146,Donora,Washington County,PA
22147,Dornsife,Northumberland County,PA
22148,Douglassville,Berks County,PA
22149,Dover,York County,PA
22150,Downingtown,Chester County,PA
22151,Doylesburg,Franklin County,PA
22152,Doylestown,Bucks County,PA
22153,Dravosburg,Allegheny County,PA
22154,Dresher,Montgomery County,PA
22155,Drexel Hill,Delaware County,PA
22156,Drifting,Clearfield County,PA
22157,Drifton,Luzerne County,PA
22158,Driftwood,Cameron County,PA
22159,Drumore,Lancaster County,PA
22160,Drums,Luzerne County,PA
22161,Dry Run,Franklin County,PA
22162,Du Bois,Clearfield County,PA
22163,Dublin,Bucks County,PA
22164,Dudley,Huntingdon County,PA
22165,Duke Center,Mckean County,PA
22166,Dunbar,Fayette County,PA
22167,Duncannon,Perry County,PA
22168,Duncansville,Blair County,PA
22169,Dunlevy,Washington County,PA
22170,Dunlo,Cambria County,PA
22171,Duquesne,Allegheny County,PA
